ticker;score_sector;score_general;score_final;sector;p_l;p_vp;dividend_yield;crescimento_lucro;roe;payout_ratio;number_code;outlier
BRSR3;0,0;0,0;0,0;Financial Services;;0,49570662;4,14;1,3;10,25;0,1578;3;False
BEES4;0,0;0,0;0,0;Financial Services;;1,165116;3,3800002000000005;55,900000000000006;17,32;0,488;4;False
REAG3;0,0;0,0;0,0;Financial Services;;0,9177489;;-10,2;4,5969999999999995;;3;False
BPAC5;0,0;0,0;0,0;Financial Services;;0,6820253;4,02;14,299999999999999;20,980999999999998;0,17549999;5;False
BSLI3;0,0;0,0;0,0;Financial Services;;1,0844543;1,05;2,6;6,746;0,0996;3;False
IGTI4;0,0;0,0;0,0;Real Estate;;2,3216307;2,6400002;66,0;8,984;0,9317;4;False
NEXP3;0,0;0,0;0,0;Real Estate;;;;;;;3;False
GSHP3;0,0;0,0;0,0;Real Estate;-3,409091;;;;;;3;False
BGIP4;0,0;0,0;0,0;Financial Services;;0,6410256;13,520001;;25,642002;0,2681;4;False
JFEN3;0,0;0,0;0,0;Real Estate;;0,22579992;;;;;3;False
BGIP3;0,0;0,0;0,0;Financial Services;;0,65410775;11,64;;25,642002;0,2458;3;False
HBRE3;0,0;0,0;0,0;Real Estate;-4,676259;0,16780256;;;8,844000000000001;;3;False
BAZA3;0,0;0,0;0,0;Financial Services;;0,74464315;7,5200000000000005;-4,2;20,674999;0,2663;3;False
TAEE3;0,0;0,0;0,0;Utilities;;0,54194504;7,249999999999999;45,0;24,502;0,48009998;3;False
LUPA3;0,0;0,0;0,0;Energy;;0,44179523;;;41,522;;3;False
RNEW3;0,0;0,0;0,0;Utilities;;0,08752941;;;9,042;;3;False
AGXY3;0,0;0,0;0,0;Basic Materials;-1,4666668;;;;;;3;False
RNEW4;0,0;0,0;0,0;Utilities;;0,0837647;;;9,042;;4;False
