ticker;score_sector;score_general;score_final;business_segment;activity_subsector;sector;company_name;crescimento_lucro;crescimento_receita;dividend_yield;Dív. líquida/EBIT;div_liq_ebitda;Dív. líquida/PL;EV/EBIT;EV/EBITDA;Giro ativos;lpa;liq_corrent;M. Bruta;M. EBIT;M. EBITDA;m_liquida;passivos_ativos;P/Ativo Circ. Liq.;P/Cap. Giro;P/EBIT;P/EBITDA;p_l;P/SR;p_vp;PEG Ratio;PL/Ativos;Passivos/Ativos;ROA;roe;ROIC;VPA;number_code;outlier
MLAS3;0,38924264036744693;0,4245601765299108;0,40866728525680207;Computadores e Equipamentos;Computadores e Equipamentos;Tecnologia da Informação;MULTILASER INDUSTRIAL S.A.;0,0;12,82;0,0;0,33;0,41;-0,04;-2,63;-3,26;0,64;-0,54;2,81;14,67;-10,5;-8,49;-13,61;0,2;-0,73;0,42;-2,97;-3,67;-2,29;0,31;0,33;0,06;0,6;0,4;-8,65;-14,39;-9,89;3,77;3;False
SIMH3;0,37051662033707905;0,438374991577124;0,4078387245191038;Holdings Diversificadas;Holdings Diversificadas;Financeiro e Outros;SIMPAR S.A.;0,0;31,57;0,0;7,28;0,0;12,44;7,83;0,0;0,48;-0,38;1,5;24,35;14,6;0,0;-0,85;0,04;-0,06;0,33;0,55;0,0;-9,41;0,08;0,94;0,01;0,04;0,91;-0,41;-9,95;8,94;3,8;3;False
PTBL3;0,4287585109389127;0,3902397006469331;0,40757316527832393;Produtos para Construção;Construção e Engenharia;Bens Industriais;PORTOBELLO;0,0;15,75;0,0;5,93;2,96;2,56;9,23;4,61;0,72;-0,11;0,83;37,39;7,3;14,64;-0,66;0,17;-0,26;-2,47;3,3;1,65;-36,66;0,24;1,42;0,59;0,12;0,88;-0,47;-3,89;10,27;2,8;3;False
SHOW3;0,4025226184823386;0,4110449992643736;0,4072099279124579;Produção de Eventos e Shows;Viagens e Lazer;Consumo Cíclico;TIME FOR FUN;0,0;3,21;0,0;-1,47;-1,11;-0,15;1,56;1,18;1,04;-0,27;1,15;9,82;3,33;4,4;-3,93;0,11;-0,24;1,45;3,03;2,29;-2,57;0,1;0,3;0,01;0,35;0,65;-4,1;-11,87;2,85;2,3;3;False
FRIO3;0,4234626013557006;0,3932069762631912;0,40682200755482045;Máq. e Equip. Industriais;Máquinas e Equipamentos;Bens Industriais;METALFRIO SOLUTIONS;0,0;10,44;0,0;4,44;2,97;1,79;17,3;11,57;1,15;3,05;1,15;17,53;6,49;9,71;0,91;0,96;-2,99;10,69;12,86;8,6;91,71;0,83;5,17;-0,77;0,19;0,77;1,05;5,64;9,64;54,12;3;False
CTKA4;0,3633586446459533;0,4414087898449604;0,40628622450540725;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;KARSTEN;0,0;16,1;0,0;5,07;4,09;0,0;7,49;6,04;1,07;10,89;1,74;45,77;11,22;13,92;9,66;0,26;-0,89;0,87;2,17;1,75;2,53;0,24;-3,01;0,03;-0,09;1,09;10,38;-119,38;18,85;-9,12;4;False
MNDL3;0,3999706987159052;0,411220330092488;0,4061579959730257;Acessórios;Tecidos. Vestuário e Calçados;Consumo Cíclico;MUNDIAL;-10,76;12,21;0,0;3,72;0,0;2,98;5,19;0,0;0,66;0,17;0,79;39,06;13,49;0,0;0,19;0,13;-0,22;-1,27;1,47;0,0;106,42;0,2;1,18;-1,07;0,11;0,89;0,12;1,11;19,05;15,82;3;False
HAPV3;0,3682209080617495;0,43631810076925714;0,40567436405087876;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;HAPVIDA;0,0;43,42;0,0;2,73;1,51;0,08;15,98;8,81;0,3;-0,07;1,39;5,66;5,99;10,86;-2,45;0,24;-0,28;6,62;13,24;7,31;-32,34;0,79;0,37;0,78;0,66;0,34;-0,74;-1,13;2,2;6,46;3;False
CSAN3;0,3182864197168733;0,4751177657167927;0,404543660016829;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;COSAN;6,24;30,82;6,19;5,19;3,78;2,69;6,51;4,74;0,29;1,2;1,86;30,2;24,7;33,96;5,35;0,09;-0,12;0,93;1,32;0,96;6,09;0,33;0,68;-0,01;0,14;0,66;1,54;11,22;8,63;10,67;3;False
BBSE3;0,35950304539547256;0,44113905792410635;0,4044028522862212;Seguradoras;Previdência e Seguros;Financeiro e Outros;BB SEGURIDADE;5,04;0,0;9,99;0,0;0,0;0,0;7,72;0,0;0,0;4,26;1,2;0,0;0,0;0,0;0,0;3,43;-6,33;45,52;7,72;0,0;8,7;0,0;7,64;0,77;0,45;0,55;39,4;87,84;0,0;4,85;3;False
AFLT3;0,3276215846990604;0,4647712097471205;0,40305387847549345;Energia Elétrica;Energia Elétrica;Utilidade Pública;AFLUENTE;-0,02;14,85;9,39;-0,72;0,0;-0,09;14,5;0,0;0,17;0,36;1,59;58,08;53,92;0,0;41,22;1,43;-1,9;15,74;15,22;0,0;19,91;8,21;1,82;-1,1;0,79;0,21;7,19;9,13;8,69;3,92;3;False
GPIV3;0,3456460817725421;0,449440160536504;0,4027328250927211;Gestão de Recursos e Investimentos;Serviços Financeiros Diversos;Financeiro e Outros; GP INVESTMENTS;0,0;0,0;0,0;-1,33;0,0;0,0;-0,3;0,0;0,2;4,04;0,0;100,0;47,54;0,0;49,76;0,1;-0,11;0,0;1,03;0,0;0,98;0,49;0,0;-0,01;0,0;1,0;9,78;0,0;793,44;0,0;3;False
MGEL4;0,4335517487388019;0,3755531791849302;0,40165253548417246;Artefatos de Ferro e Aço;Siderurgia e Metalurgia;Materiais Básicos;MANGELS INDUSTRIAL;0,0;14,25;0,0;7,48;5,84;24,57;9,83;7,68;1,22;-0,14;1,78;12,43;8,19;10,48;-0,09;0,05;-0,1;0,24;0,52;0,41;-47,49;0,04;1,71;0,47;0,03;0,97;-0,11;-3,6;9,71;4,0;4;False
NEOE3;0,3417984549372638;0,4502317741450272;0,40143678050153364;Energia Elétrica;Energia Elétrica;Utilidade Pública;NEOENERGIA;11,0;11,47;3,41;4,68;3,61;1,37;7,19;5,55;0,43;3,09;1,22;26,71;20,39;26,44;8,01;0,22;-0,28;5,42;2,51;1,94;6,39;0,51;0,73;-0,42;0,3;0,7;3,43;11,47;10,06;26,98;3;False
SANB3;0,3360486318632582;0,45387904957846087;0,40085536160661966;Bancos;Intermediários Financeiros;Financeiro e Outros;BANCO SANTANDER;-1,95;12,73;6,12;0,0;0,0;0,0;5,48;0,0;0,0;1,52;0,0;40,19;13,41;0,0;8,56;0,0;0,0;0,0;5,26;0,0;8,24;0,7;0,0;0,38;0,0;0,0;0,0;0,0;0,0;0,0;3;False
SANB4;0,3340809347785264;0,45297884667795213;0,3994747863232106;Bancos;Intermediários Financeiros;Financeiro e Outros;BANCO SANTANDER;-1,95;12,73;6,11;0,0;0,0;0,0;5,48;0,0;0,0;1,52;0,0;40,19;13,41;0,0;8,56;0,0;0,0;0,0;5,79;0,0;9,08;0,78;0,0;0,41;0,0;0,0;0,0;0,0;0,0;0,0;4;False
ENGI3;0,33916668317989507;0,4468457570617163;0,3983901738148968;Energia Elétrica;Energia Elétrica;Utilidade Pública;ENERGISA;16,62;12,56;1,57;3,84;3,0;1,5;6,84;5,34;0,44;1,08;1,18;26,72;19,73;25,26;7,69;0,4;-0,53;10,08;4,59;3,59;11,78;0,91;1,8;0,25;0,22;0,72;3,36;15,26;9,92;7,09;3;False
ELET6;0,32246782360849097;0,4601515178973894;0,39819385546738517;Energia Elétrica;Energia Elétrica;Utilidade Pública;ELETROBRAS;-5,2;8,27;8,71;2,22;2,06;0,34;7,01;6,49;0,14;4,4;2,06;46,21;48,35;52,27;26,67;0,35;-0,43;3,41;5,24;4,85;9,51;2,54;0,8;0,04;0,43;0,57;3,63;8,37;8,06;52,61;6;False
TEND3;0,38652721214235464;0,40212948709404495;0,3951084633657843;Incorporações;Construção Civil;Consumo Cíclico;CONSTRUTORA TENDA;-10,1;-17,27;1,0;2,61;0,0;0,53;13,42;0,0;0,19;0,96;1,17;37,64;20,55;0,0;12,55;0,42;-0,79;6,2;10,81;0,0;17,7;2,22;2,2;-0,13;0,19;0,81;2,39;12,43;8,36;7,72;3;False
GUAR3;0,3793327943018479;0,40590185057889916;0,39394577525422614;Tecidos. Vestuário e Calçados;Comércio;Consumo Cíclico;GUARARAPES CONFECÇÕES;-29,52;4,11;1,79;1,12;0,71;0,17;5,45;3,46;0,72;0,43;1,55;58,61;8,3;13,06;2,3;0,26;-0,68;1,16;4,33;2,75;15,61;0,36;0,65;-0,07;0,4;0,6;1,65;4,17;8,49;10,33;3;False
YDUQ3;0,3772107467477117;0,4069751742385235;0,3935811818676582;Serviços Educacionais;Diversos;Consumo Cíclico;YDUQS;-20,42;7,3;2,36;5,58;2,69;1,34;9,91;4,78;0,56;0,71;1,7;60,34;14,59;30,25;3,87;0,36;-0,47;3,59;4,33;2,09;16,32;0,63;1,04;1,73;0,34;0,66;2,18;6,4;8,67;11,13;3;False
HBRE3;0,3342333891887266;0,4406874947881453;0,3927831472684069;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;HBR REALTY EMPREENDIMENTOS IMOBILIARIOS;-11,16;21,77;0,0;3,16;3,02;0,48;3,9;3,72;0,03;0,95;1,51;80,06;262,88;275,07;62,31;0,06;-0,07;1,89;0,74;0,7;3,1;1,93;0,11;0,04;0,57;0,43;2,04;3,6;8,32;26,54;3;False
ZAMP3;0,38135239898415685;0,4003422924056649;0,3917968403659863;Restaurante e Similares;Hoteis e Restaurantes;Consumo Cíclico;ZAMP S.A.;0,0;10,35;0,0;6,69;1,46;0,33;18,6;4,05;0,93;-0,22;1,29;66,21;1,88;8,65;-2,11;0,21;-0,3;2,99;11,91;2,59;-10,64;0,22;0,59;0,52;0,35;0,65;-1,96;-5,57;2,42;4,04;3;False
ALPA3;0,37238076678659937;0,40572576457183435;0,39072051556847864;Calçados;Tecidos. Vestuário e Calçados;Consumo Cíclico;ALPARGATAS;0,0;-0,89;0,0;0,03;0,04;-0,01;-2,89;-3,82;0,6;-2,2;2,78;44,2;-38,16;-28,86;-37,55;0,65;-1,38;1,95;-2,84;-3,76;-2,89;1,08;1,09;-0,01;0,6;0,4;-22,66;-37,92;-30,81;5,79;3;False
ALPA4;0,3709431165863324;0,4052992461170042;0,3898389878282019;Calçados;Tecidos. Vestuário e Calçados;Consumo Cíclico;ALPARGATAS;0,0;-0,89;0,0;0,03;0,04;-0,01;-2,89;-3,82;0,6;-2,2;2,78;44,2;-38,16;-28,86;-37,55;0,69;-1,46;2,06;-3,0;-3,97;-3,05;1,15;1,16;-0,01;0,6;0,4;-22,66;-37,92;-30,81;5,79;4;False
NTCO3;0,35877218633341385;0,41481503033271094;0,3895957505330273;Produtos de Uso Pessoal;Produtos de Uso Pessoal e de Limpeza;Consumo não Cíclico;NATURA &CO HOLDING S.A.;0,0;14,82;5,32;5,46;-0,6;0,24;33,49;-3,69;0,75;-8,04;1,46;64,13;2,83;-25,66;-45,69;0,6;-0,96;5,02;28,03;-3,09;-1,73;0,79;1,25;0,01;0,48;0,52;-34,47;-71,81;-5,03;11,2;3;False
UGPA3;0,29938247204720225;0,4617500046709955;0,3886846149902885;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;ULTRAPAR PARTICIPAÇÕES;17,89;6,8;1,53;2,33;1,96;0,76;6,16;5,16;3,34;2,35;1,57;7,24;3,62;4,32;1,99;0,46;-0,79;3,1;3,83;3,21;6,95;0,14;1,24;0,33;0,37;0,61;6,66;17,82;11,49;13,18;3;False
VIVT3;0,3387118443319333;0,42942707943383956;0,3886052236379818;Telecomunicações;Telecomunicações;Comunicações;TELEFÔNICA BRASIL;-9,62;3,69;3,59;1,47;0,56;0,18;11,6;4,39;0,44;3,3;0,96;44,11;15,5;40,94;9,83;0,7;-0,86;-92,92;10,13;3,84;15,98;1,57;1,25;0,88;0,56;0,44;4,35;7,79;8,6;42,38;3;False
ELET3;0,3136422184377829;0,4489692885929304;0,388072107023114;Energia Elétrica;Energia Elétrica;Utilidade Pública;ELETROBRAS;-5,2;8,27;3,36;2,22;2,06;0,34;7,01;6,49;0,14;4,4;2,06;46,21;48,35;52,27;26,67;0,31;-0,39;3,07;4,73;4,37;8,57;2,28;0,72;0,04;0,43;0,57;3,63;8,37;8,06;52,61;3;False
LAND3;0,3808742343606732;0,39099312060893204;0,3864396217972156;Agricultura;Agropecuária;Consumo não Cíclico;Terra Santa Propriedades Agricolas S.A.;0,0;0,0;0,57;1,92;1,77;0,11;36,32;33,55;0,08;0,28;0,44;93,21;60,03;64,99;37,44;1,59;-1,64;-42,67;34,4;31,78;55,16;20,65;2,03;-0,68;0,79;0,21;2,88;3,67;4,23;7,56;3;False
VTRU3;0,37815805327933716;0,3884650793458593;0,38382691761592436;Serviços Educacionais;Diversos;Consumo Cíclico;VITRU BRASIL EMPREEND. PARTICIP. E COMERCIO S.A.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3;False
VIVR3;0,3678301818320639;0,3961733501312422;0,38341892439661196;Incorporações;Construção Civil;Consumo Cíclico;VIVER INCORPORADORA E CONSTRUTORA ;0,0;-3,94;0,0;-0,39;-0,39;0,16;-1,09;-1,09;0,41;-1,53;1,6;33,15;-46,04;-45,93;-49,28;0,13;-0,23;0,8;-0,7;-0,7;-0,65;0,32;0,28;0,02;0,47;0,53;-20,04;-42,51;-32,77;3,6;3;False
SEER3;0,36636178137908004;0,39612548167863193;0,3827318165438336;Serviços Educacionais;Diversos;Consumo Cíclico;SER EDUCACIONAL;-29,63;7,72;0,0;2,18;1,22;0,49;4,47;2,49;0,57;0,27;1,17;55,17;14,22;25,5;1,79;0,18;-0,25;5,07;2,29;1,28;18,16;0,33;0,51;-0,15;0,36;0,64;1,01;2,83;12,91;9,54;3;False
BPAN4;0,3120899332104352;0,4364213419219735;0,3804722080017813;Bancos;Intermediários Financeiros;Financeiro e Outros;BANCO PAN;-3,21;10,77;3,36;0,0;0,0;0,0;26,59;17,32;0,2;0,42;0,0;37,52;2,62;4,02;4,04;0,14;-0,14;0,0;26,59;17,32;17,25;0,7;1,22;-1,61;0,12;0,88;0,82;7,05;0,0;5,91;4;False
FHER3;0,38037750889638505;0,3798586285688617;0,3800921247162472;Fertilizantes e Defensivos;Químicos;Materiais Básicos;FERTILIZANTES HERINGER;0,0;7,66;0,0;0,16;0,22;0,0;-1,3;-1,8;1,64;-9,8;0,91;3,44;-4,47;-3,24;-11,35;0,11;-0,33;-1,62;-1,46;-2,01;-0,58;0,07;-0,63;-0,02;-0,17;1,17;-18,67;-110,03;47,11;-8,91;3;False
BSLI3;0,3129637749422391;0,4334792123183315;0,37924726549908994;Bancos;Intermediários Financeiros;Financeiro e Outros;BRB BCO DE BRASILIA S.A.;-5,14;13,5;1,02;0,0;0,0;0,0;20,98;0,0;0,16;0,48;0,0;31,55;1,72;0,0;2,38;0,06;-0,06;3,05;21,19;0,0;15,26;0,36;1,29;0,44;0,04;0,96;0,38;8,47;0,0;5,65;3;False
G2DI3;0,3370391671872876;0,4127348478927936;0,37867179157531594;Gestão de Recursos e Investimentos;Serviços Financeiros Diversos;Financeiro e Outros; G2D INVESTMENTS LTD;0,0;0,0;0,0;0,01;0,0;0,0;-1,75;0,0;-0,13;-1,08;2,16;100,0;113,89;0,0;122,19;0,25;-0,26;10,9;-1,77;0,0;-1,65;0,0;0,27;0,01;0,95;0,05;-15,33;-16,08;-14,37;6,71;3;False
MEAL3;0,36457318046195286;0,38880150940924924;0,37789876138296585;Restaurante e Similares;Hoteis e Restaurantes;Consumo Cíclico;INTERNATIONAL MEAL COMPANY;0,0;7,07;0,0;11,15;1,9;0,34;20,15;3,44;0,83;-0,37;0,91;33,48;1,45;8,49;-4,81;0,11;-0,13;-6,52;8,99;1,53;-2,71;0,13;0,27;0,01;0,39;0,61;-4,0;-10,15;0,19;3,6;3;False
IRBR3;0,31051313068651065;0,4316132486659598;0,3771181955752077;Seguradoras;Previdência e Seguros;Financeiro e Outros;IRB;-15,74;0,1;0,0;0,0;0,0;0,0;8,71;6,99;0,37;6,36;1,2;8,62;8,55;10,67;8,81;0,27;-0,4;5,26;8,71;6,99;8,46;0,75;0,92;-0,01;0,3;0,7;3,23;10,82;0,0;58,77;3;False
CLSA3;0,3403030450316378;0,4057470243825442;0,3762972336746363;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;CLEAR SALE S.A.;0,0;0,0;0,0;5,05;0,0;-0,5;-22,9;0,0;0,56;-0,13;3,44;35,05;-14,55;0,0;-5,14;2,27;-5,36;5,54;-27,96;0,0;-79,2;4,07;2,79;6,41;0,81;0,19;-2,87;-3,53;-11,59;3,71;3;False
AURE3;0,2926419912103636;0,44252392142871305;0,37507705283045584;Energia Elétrica;Energia Elétrica;Utilidade Pública;AUREN ENERGIA S.A.;0,0;0,0;4,52;2,0;1,31;0,25;8,02;5,26;0,21;0,69;1,93;19,16;23,4;35,7;10,96;0,3;-0,43;2,0;6,02;3,95;12,86;1,41;0,74;-0,2;0,4;0,6;2,3;5,74;5,47;11,98;3;False
PDTC3;0,3158793578051722;0,4220812573540136;0,37429040255703494;Serviços Financeiros Diversos;Serviços Financeiros Diversos;Financeiro e Outros;PADTEC HOLDING S.A.;0,0;0,0;3,61;-26,56;0,0;1,38;-41,58;0,0;0,41;-0,29;2,6;30,66;-2,32;0,0;-7,91;0,14;-0,56;0,31;-15,02;0,0;-4,41;0,35;0,78;0,02;0,18;0,82;-3,24;-17,67;-1,49;1,64;3;False
CVCB3;0,3595931972731097;0,38482060843263893;0,37346827341085076;Viagens e Turismo;Viagens e Lazer;Consumo Cíclico;CVC BRASIL;0,0;-3,28;0,0;3,65;0,86;0,44;17,47;4,12;0,39;-0,22;0,91;85,24;4,53;19,18;-7,58;0,24;-0,58;-4,31;13,82;3,26;-8,25;0,63;1,65;0,11;0,15;0,85;-2,96;-20,02;3,25;1,11;3;False
CTSA4;0,35987999807116056;0,37920401116671926;0,37050820527371786;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;SANTANENSE;0,0;-25,55;0,0;-2,74;-3,26;0,86;-3,3;-3,92;0,16;-3,4;0,49;-30,34;-67,67;-56,91;-94,57;0,04;-0,05;-0,18;-0,35;-0,42;-0,25;0,24;0,11;0,0;0,35;0,65;-15,25;-43,64;-15,75;7,79;4;False
AZUL4;0,378796536860312;0,36149668094730447;0,3692816161081579;Transporte Aéreo;Transporte;Bens Industriais;AZUL;0,0;15,18;0,0;10,48;5,59;0,0;10,93;5,84;0,81;-0,06;0,27;24,34;14,77;27,67;-0,37;0,2;-0,25;-0,34;1,65;0,88;-65,61;0,24;-0,18;0,7;-1,11;2,11;-0,3;-0,27;64,38;-20,59;4;False
TIMS3;0,2929820063932046;0,42822752013302084;0,3673670389501036;Telecomunicações;Telecomunicações;Comunicações;TIM;-17,96;7,93;7,15;-1,09;-0,48;-0,26;6,43;2,81;0,45;0,56;0,95;53,26;21,63;49,57;5,29;0,73;-0,95;-59,97;7,52;3,28;30,76;1,63;1,83;-0,9;0,4;0,6;2,37;5,93;21,91;9,37;3;False
DESK3;0,27690350268036457;0,43392769853754154;0,3632668104018119;Telecomunicações;Telecomunicações;Comunicações;DESKTOP - SIGMANET COMUNICAÇÃO MULTIMÍDIA S.A.;0,0;0,0;0,46;2,43;1,76;0,65;5,43;3,93;0,28;0,81;2,19;62,91;32,36;44,71;8,49;0,27;-0,38;1,62;2,99;2,17;11,4;0,97;0,8;2,43;0,33;0,66;2,35;7,03;9,21;11,49;3;False
JFEN3;0,3238680891436723;0,39020090220003584;0,3603511363246723;Incorporações;Construção Civil;Consumo Cíclico;JOÃO FORTES ENGENHARIA;0,0;-3,21;0,0;-1,96;-2,03;1,83;-2,23;-2,3;0,13;-11,91;1,99;-17,94;-89,46;-86,76;-116,05;0,03;-0,19;0,07;-0,26;-0,27;-0,2;0,23;0,24;0,0;0,13;0,97;-15,36;-120,61;-41,03;9,88;3;False
COCE5;0,271295383223195;0,432244199309041;0,35981723207041033;Energia Elétrica;Energia Elétrica;Utilidade Pública;COELCE;-4,4;11,07;3,84;4,34;2,87;1,04;6,07;4,01;0,61;3,74;0,55;18,88;14,5;21,95;3,5;0,15;-0,18;-0,87;1,66;1,1;6,88;0,24;0,4;-0,15;0,37;0,63;2,12;5,77;10,2;64,79;5;False
PCAR3;0,3402908700115782;0,3688874205943686;0,3560189728321129;Alimentos;Comércio e Distribuição;Consumo não Cíclico;CIA BRASILEIRA DE DISTRIBUIÇÃO;0,0;-19,8;0,0;93,27;0,0;0,48;182,17;0,0;0,96;-3,28;0,96;19,94;0,08;0,0;-8,53;0,07;-0,1;-5,56;88,91;0,0;-0,83;0,07;0,45;0,02;0,15;0,85;-8,15;-54,72;0,01;5,99;3;False
RNEW4;0,3034912415973767;0,39836511514049255;0,3556718720460904;Energia Elétrica;Energia Elétrica;Utilidade Pública;RENOVA;0,0;-20,33;0,0;3,67;2,7;1,16;4,45;3,27;0,07;0,31;0,42;67,93;127,98;174,16;34,99;0,07;-0,07;-0,6;0,75;0,55;2,74;0,96;0,24;-0,03;0,29;0,71;2,48;8,65;10,35;3,54;4;False
RNEW3;0,30193289713511584;0,39796603857163065;0,354751124925199;Energia Elétrica;Energia Elétrica;Utilidade Pública;RENOVA;0,0;-20,33;0,0;3,67;2,7;1,16;4,45;3,27;0,07;0,31;0,42;67,93;127,98;174,16;34,99;0,07;-0,08;-0,64;0,79;0,58;2,9;1,02;0,25;-0,03;0,29;0,71;2,48;8,65;10,35;3,54;3;False
AMAR3;0,3119611220550117;0,38572635572646524;0,35253200057431117;Tecidos. Vestuário e Calçados;Comércio;Consumo Cíclico;LOJAS MARISA;0,0;-9,85;0,0;-4,1;-1,97;2,31;-8,32;-3,99;0,57;-0,84;0,63;63,3;-13,66;-28,47;-37,76;0,33;-0,46;-1,96;-4,22;-2,03;-1,53;0,58;2,38;0,06;0,14;0,86;-21,57;-155,67;-20,88;0,54;3;False
DOTZ3;0,3063988607115164;0,3872723862467669;0,3508792997559042;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;Dotz S.A.;0,0;1,78;0,0;-2,72;0,0;0,0;-6,23;0,0;0,71;-1,78;0,31;82,46;-9,52;0,0;-15,53;0,24;-0,39;-0,27;-3,51;0,0;-2,15;0,33;-0,21;0,03;-1,15;2,15;-11,08;-9,63;9,24;-18,51;3;False
COGN3;0,32962672952313926;0,36614125918001367;0,3497097208344202;Serviços Educacionais;Diversos;Consumo Cíclico;COGNA ON;0,0;-0,82;0,0;6,98;4,62;0,5;10,84;7,17;0,25;-0,24;1,61;66,14;13,58;20,52;-7,29;0,13;-0,16;1,99;3,86;2,56;-7,2;0,52;0,27;-0,15;0,49;0,47;-1,86;-3,82;2,73;6,19;3;False
DASA3;0,27499284512122885;0,40684805556683434;0,3475132108663119;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;DASA;0,0;29,37;0,0;7,58;3,54;1,01;9,51;4,44;0,53;-0,72;1,65;26,62;7,69;16,48;-6,05;0,08;-0,12;0,59;1,93;0,9;-2,45;0,15;0,26;-0,33;0,3;0,69;-3,2;-10,51;5,23;6,87;3;False
SEQL3;0,3374403943402002;0,35456464431185525;0,34685873182461047;Logística;Transporte;Bens Industriais;SEQUOIA LOGISTICA E TRANSPORTES S.A;0,0;15,49;0,0;-0,76;-0,94;1,79;-0,86;-1,07;0,37;-25,52;0,37;-6,18;-103,74;-83,25;-124,01;0,04;-0,05;-0,13;-0,1;-0,13;-0,09;0,11;0,25;0,0;0,16;0,83;-45,53;-282,82;-91,18;9,02;3;False
CBAV3;0,3466814199470479;0,3336473040273594;0,33951265619121923;Minerais Metálicos;Mineração;Materiais Básicos;Companhia Brasileira de Alumínio;0,0;0,0;0,0;-12,18;9,53;0,79;-26,84;21,01;0,58;-1,11;2,31;9,6;-3,35;4,28;-9,3;0,28;-0,43;1,46;-14,66;11,48;-5,28;0,49;0,95;0,12;0,3;0,68;-5,35;-18,07;-5,75;6,16;3;False
ONCO3;0,261960024157445;0,40241746608454493;0,33921161721735;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A.;0,0;0,0;0,0;4,83;3,49;0,96;9,01;6,51;0,5;0,11;1,96;33,54;12,31;17,03;1,19;0,26;-0,43;1,28;4,18;3,02;43,3;0,51;0,83;-0,65;0,31;0,66;0,59;1,91;7,05;5,82;3;False
IFCM3;0,3098941039489559;0,3609849447461035;0,3379940663873871;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;INFRACOMMERCE CXAAS S.A.;0,0;60,53;0,0;-0,44;-0,49;0,0;-0,47;-0,52;0,69;-2,29;0,75;29,21;-159,54;-145,89;-182,47;0,03;-0,06;-0,24;-0,03;-0,03;-0,03;0,05;-0,47;0,0;-0,07;1,07;-126,38;-1809,59;-229,15;-0,13;3;False
TRAD3;0,2637074601202742;0,3910267056459097;0,33373304515937374;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;TC TRADERS CLUB S.A.;0,0;0,0;0,0;0,24;0,0;-0,21;-0,78;0,0;0,19;-6,02;4,51;32,14;-423,58;0,0;-495,82;0,82;-1,25;3,01;-1,01;0,0;-0,87;4,3;0,9;-0,01;0,91;0,1;-94,09;-103,79;-103,99;5,8;3;False
AMBP3;0,21212987400747135;0,4326331205159297;0,33340665958712346;Água e Saneamento;Água e Saneamento;Utilidade Pública;AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A;0,0;66,18;0,0;4,04;2,83;2,76;20,75;14,49;0,43;-1,7;3,01;21,49;19,61;28,08;-4,63;1,42;-2,42;5,16;16,7;11,67;-70,8;3,28;11,41;-0,57;0,12;0,8;-2,01;-16,11;9,27;10,57;3;False
ENEV3;0,22019742151109142;0,42307658235567963;0,33178095997561496;Energia Elétrica;Energia Elétrica;Utilidade Pública;ENEVA;-2,06;26,39;0,0;5,39;3,53;1,02;13,74;9,01;0,2;0,41;1,23;39,82;30,67;46,77;8,65;0,5;-0,59;17,41;8,35;5,48;29,63;2,56;1,58;0,21;0,32;0,66;1,69;5,32;3,88;7,79;3;False
VVEO3;0,2479381873660154;0,38220316868681803;0,32178392709245685;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;CM HOSPITALAR S.A.;0,0;0,0;9,1;50,15;6,19;0,7;61,72;7,61;1,12;-0,19;2,21;13,91;0,36;2,93;-0,53;0,05;-0,11;0,15;11,57;1,43;-7,92;0,04;0,16;0,06;0,29;0,71;-0,59;-2,03;-5,18;9,34;3;False
RAIZ4;0,21183295053878254;0,39441723407212426;0,3122543064821205;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;RAIZEN S.A.;0,0;0,0;1,53;5,48;1,08;1,46;8,5;1,67;1,96;-0,25;1,1;5,46;2,35;11,94;-1,03;0,14;-0,25;3,55;3,02;0,59;-6,85;0,07;0,8;0,04;0,17;0,83;-2,03;-11,75;6,83;2,14;4;False
